condition,variant,spectral_radius,spectral_radius_sem,lambda2_ratio,lambda2_ratio_sem,bulk95_ratio,bulk95_ratio_sem,mean_ratio,mean_ratio_sem,participation_ratio,participation_ratio_sem,n_critical,n_critical_sem
directed_gaussian,modularity_rewire,4.106897353506994,0.022373540063388504,0.9939332099409433,0.0029493283293433644,0.8833052051170105,0.005634092117936333,0.4428320958568953,0.003731618723555751,220.61133510934064,0.3757114018274713,12.6,0.9715966241192895
directed_empirical_signed,connectome,54.786899893500504,3.336394373757644,0.8720510173307939,0.03819815944935214,0.5499215907698433,0.036719004883238496,0.19805829973219966,0.01137394307525191,174.13020828492188,1.224978833073926,1.8,0.3687817782917155
directed_empirical_signed,connectome_weight_permuted,41.760869049025814,1.0823087321793339,0.9743031335506578,0.015338375146381903,0.789015097336234,0.017529395065441034,0.34961014085943065,0.007542854557128262,200.35690789866817,0.7318423053394179,5.9,1.2365273955719702
directed_empirical_signed,random_gaussian,36.57148286574942,1.3870958265136364,0.9796862698193582,0.019271296543479564,0.870794167445022,0.02249592742578844,0.5002746695392059,0.01640547999356007,243.14142751048172,0.868381148876832,13.5,2.916333314283537
directed_empirical_signed,erdos_renyi,34.914614093441145,0.6667192883774989,0.9846051963752004,0.008755975915515305,0.915584117110362,0.008581797923347097,0.5246398506048081,0.00786599875725789,243.79506338730366,0.9217669884957957,19.9,2.5551907952244974
directed_empirical_signed,degree_rewire,40.32088499001171,0.8515199025214469,1.0,0.0,0.8423657320680537,0.015387147418141872,0.3722272645282157,0.0060804398316926245,197.99528596650185,1.1480593997054291,9.9,1.4522396496446444
directed_empirical_signed,clustering_rewire,42.21478282335986,1.7236310737841243,0.9700780675029618,0.01441742579057502,0.8000794148244734,0.02710044755827146,0.3522587867122619,0.01162207931372582,194.6355449186742,1.5360661666518687,6.5,1.6867127793432999
directed_empirical_signed,modularity_rewire,40.022114593908995,1.230808367918757,0.9994471873516713,0.0005244441264206404,0.8476579251564524,0.020009114693580073,0.3690659832503228,0.010255720029777782,196.39070343529167,1.2071261558865298,10.9,1.7518561584787717
directed_empirical,connectome,105.1413181404832,4.4938668397781774e-15,0.7702831219973298,3.510833468576701e-17,0.30131000317093737,1.7554167342883506e-17,0.10140588078700812,0.0,137.51037012118405,8.987733679556355e-15,1.0,0.0
directed_empirical,connectome_weight_permuted,87.32957525241125,0.795503676164086,0.700650286047742,0.012357221571462051,0.3827775948279989,0.005266926718492926,0.16558717464317585,0.0017228438867286896,183.18365897636693,0.592094841950708,1.0,0.0
directed_empirical,random_gaussian,69.03237159887645,0.8051184134638493,0.509418572514982,0.018823833452174595,0.4548278332896813,0.006104097919708156,0.2622167629203435,0.001634564989120792,239.15289528897543,0.8941592701957255,1.0,0.0
directed_empirical,erdos_renyi,69.77773397831865,0.664312384708268,0.5056860413471773,0.008461389333270479,0.45382898564240437,0.002645952999460601,0.2617518909477436,0.001549556539600465,239.34132641282423,0.9670060415490745,1.0,0.0
directed_empirical,degree_rewire,88.7916436285503,1.2002665045172856,0.45375165321549515,0.010761833830702897,0.38053566739904965,0.004606349287566314,0.1690045148328272,0.002061518516824068,190.16761851095384,1.2503837782779021,1.0,0.0
directed_empirical,clustering_rewire,88.73503877110818,0.9239431085879183,0.6655162585839911,0.012955288672555293,0.37301960443711424,0.005711774834668055,0.16606269555980202,0.0023852996959949453,183.77839896912332,1.4651633000216846,1.0,0.0
directed_empirical,modularity_rewire,89.45382990506978,1.0165323700357656,0.6608724841521113,0.010202698050057683,0.3685404466028888,0.0038578435251581705,0.16420169605526036,0.002213767270022132,185.22547212849744,1.4609373304253055,1.0,0.0
directed_empirical_dale,connectome,103.94066897773538,0.0,0.7734132436336694,0.0,0.3106729146482622,1.7554167342883506e-17,0.10225006736818214,0.0,138.54493469872835,8.987733679556355e-15,1.0,0.0
directed_empirical_dale,connectome_weight_permuted,83.424197191276,0.9819811544143823,0.6841211338071709,0.011691625371468256,0.40342446912021723,0.005413585904091502,0.17272614045156268,0.002211974957483767,185.23472994450634,0.6628302725146127,1.0,0.0
directed_empirical_dale,random_gaussian,56.60101984277112,0.8929037512183641,0.6208452893376906,0.019955281553418965,0.5520897916104079,0.007088746173184707,0.3193099716417108,0.00360637016422845,241.19759458205576,0.9338064408881641,1.0,0.0
directed_empirical_dale,erdos_renyi,57.17534646315924,0.9034427453192978,0.6086116541031257,0.014193147856070645,0.556496540069946,0.008957440060074127,0.31956044382884136,0.0046011769615751374,241.06618771178432,0.9972347930966151,1.0,0.0
directed_empirical_dale,degree_rewire,82.52881390025931,1.3482317363396097,0.4890895762806554,0.011573631430333619,0.4079958211501449,0.006505488867241849,0.1816000805282923,0.0026398388154517103,191.60129502104337,1.1357495697658684,1.0,0.0
directed_empirical_dale,clustering_rewire,83.34912698542593,1.0650038207333794,0.673152301867017,0.014059513130055067,0.39660870604503334,0.007469824168030155,0.17631149508770413,0.0029284000913421147,185.71890869865862,1.536460404051214,1.0,0.0
directed_empirical_dale,modularity_rewire,82.42161006047961,0.9133522371409346,0.6161353157274198,0.01589887164320053,0.3987159286654752,0.005348532172345497,0.17758164584899486,0.002616431232687416,187.7815404471634,1.3606028806938641,1.0,0.0
