condition,symmetric,n_edges,frac_negative,weight_mean_abs,weight_max_abs,spectral_radius,frac_real_eigenvalues
human_gaussian,True,10646,0.5100507232763479,0.8015169029887306,3.899421730054339,11.423354677775146,1.0
human_empirical_signed,True,10646,0.4989667480743941,0.003254975933836189,0.10442190807524547,0.14679425138802968,1.0
human_empirical,True,10646,0.0,0.003254975933836189,0.10442190807524547,0.1888621017232809,1.0
