variant,spectral_radius,seed,curvature_rad,vpt
connectome,6.4,0,0.25871997682375364,0.0
connectome,6.4,1,0.263057972092694,1.5431424
connectome,6.4,2,0.2615914783359594,2.2902624
connectome,6.4,3,0.26412177580883817,2.2902624
connectome,6.4,4,0.27644974845237813,0.7199519999999999
connectome,6.4,5,0.2611659810715177,2.2658112000000004
connectome,6.4,6,0.2611983954603376,0.0
connectome,6.4,7,0.2550802681823154,0.0
connectome,6.4,8,0.25562667664366107,0.004075199999999999
connectome,6.4,9,0.26745372115621663,1.3787759999999998
connectome,6.8,0,0.25778717793233447,0.0
connectome,6.8,1,0.2629918653369206,1.4466959999999998
connectome,6.8,2,0.2615710928560365,2.0674848
connectome,6.8,3,0.26398933140844766,1.5675936
connectome,6.8,4,0.27740609124488724,0.8231904
connectome,6.8,5,0.2608129986715069,2.4152352
connectome,6.8,6,0.2604334354650466,0.0
connectome,6.8,7,0.25477684098646225,0.0
connectome,6.8,8,0.25503153063438677,0.3300912
connectome,6.8,9,0.2664951964246215,1.8637248
connectome,7.2,0,0.25689427769301393,0.0
connectome,7.2,1,0.2629804343227708,1.4317536
connectome,7.2,2,0.2615648503041226,1.996848
connectome,7.2,3,0.26392332516578304,1.5662352
connectome,7.2,4,0.28029073473516813,1.195392
connectome,7.2,5,0.26501059442500335,1.7903711999999998
connectome,7.2,6,0.25958702075007833,0.0
connectome,7.2,7,0.25396936892429606,0.0
connectome,7.2,8,0.2570047087653073,0.0013583999999999998
connectome,7.2,9,0.2656131945483867,1.5703103999999997
connectome,7.6,0,0.256053786570902,0.0
connectome,7.6,1,0.2630079208817096,1.4249616
connectome,7.6,2,0.26157265915041134,1.9574544
connectome,7.6,3,0.2639084855279152,1.3692672
connectome,7.6,4,0.2791850785253626,1.3434576
connectome,7.6,5,0.265282128407983,1.7210927999999999
connectome,7.6,6,0.2591033008140449,0.0
connectome,7.6,7,0.2550274885800003,0.0
connectome,7.6,8,0.2602751414056195,0.004075199999999999
connectome,7.6,9,0.26462931088553726,1.3393823999999999
connectome,8.0,0,0.2552754080114662,0.0
connectome,8.0,1,0.2630574395780443,1.385568
connectome,8.0,2,0.26159420095800984,1.8379152
connectome,8.0,3,0.2639322442700371,1.1356224
connectome,8.0,4,0.274555210575998,1.2334272
connectome,8.0,5,0.2655624211123067,1.7170175999999997
connectome,8.0,6,0.25807303721144126,0.0
connectome,8.0,7,0.253186302879741,0.0
connectome,8.0,8,0.26576134893473646,0.45642239999999995
connectome,8.0,9,0.2634869975410757,1.5798191999999998
connectome,8.4,0,0.2545692752345207,0.0
connectome,8.4,1,0.26311538059747086,0.8938271999999998
connectome,8.4,2,0.26162810370556167,2.0226575999999996
connectome,8.4,3,0.26398499752906895,1.1315472
connectome,8.4,4,0.27002166637222264,0.38306879999999993
connectome,8.4,5,0.2658426566332624,1.7197343999999997
connectome,8.4,6,0.2576679981374969,0.0
connectome,8.4,7,0.2521842132696719,0.0
connectome,8.4,8,0.2637000604660934,0.5392847999999999
connectome,8.4,9,0.2621619953859529,1.5798192
connectome,8.8,0,0.2539437921262832,0.0
connectome,8.8,1,0.2631722328369764,0.3694848
connectome,8.8,2,0.26167205486569445,2.1218207999999996
connectome,8.8,3,0.26405976958568167,1.2809712
connectome,8.8,4,0.26695792318575345,0.18881759999999997
connectome,8.8,5,0.26611732083954887,1.8216144
connectome,8.8,6,0.25731866883032256,0.0
connectome,8.8,7,0.2509986024215949,0.0
connectome,8.8,8,0.2611515976213505,0.4727232
connectome,8.8,9,0.2606547666218514,1.5771023999999998
connectome,9.2,0,0.25471768725889576,0.0
connectome,9.2,1,0.26322203315595993,0.5881871999999999
connectome,9.2,2,0.26172321826390527,2.0742768
connectome,9.2,3,0.26415163495840116,1.2755375999999998
connectome,9.2,4,0.2651831702403928,0.14263199999999998
connectome,9.2,5,0.2663833347205925,1.7088671999999998
connectome,9.2,6,0.2570234663376322,0.0
connectome,9.2,7,0.25446263129109453,0.0
connectome,9.2,8,0.2678355755268683,0.004075199999999999
connectome,9.2,9,0.2590103032754486,1.3937183999999998
connectome,9.6,0,0.2588821120621152,0.0
connectome,9.6,1,0.2632614919596254,0.366768
connectome,9.6,2,0.2617786300957866,1.9737552
connectome,9.6,3,0.264257118517339,0.9794063999999999
connectome,9.6,4,0.2644076264681974,0.31786559999999997
connectome,9.6,5,0.2666394736217951,1.5390671999999999
connectome,9.6,6,0.2567809557656012,0.0
connectome,9.6,7,0.26002864111143115,0.0
connectome,9.6,8,0.2662133923585735,0.19017599999999998
connectome,9.6,9,0.25739572667072774,1.5200495999999997
connectome,10.0,0,0.25772509014043793,0.0
connectome,10.0,1,0.2632891733163286,0.366768
connectome,10.0,2,0.26183547270998786,1.6490975999999997
connectome,10.0,3,0.2643736932263973,0.8449247999999999
connectome,10.0,4,0.26367374012806416,0.3246576
connectome,10.0,5,0.26688592112745113,1.6341552
connectome,10.0,6,0.2565896485142886,0.0
connectome,10.0,7,0.26298563579302325,0.0
connectome,10.0,8,0.2679753798110951,0.0
connectome,10.0,9,0.25608996496094877,1.5920448
connectome,10.4,0,0.26030821580799784,0.0
connectome,10.4,1,0.26330483293231616,0.366768
connectome,10.4,2,0.26189122953343497,1.6069872
connectome,10.4,3,0.2644994210568607,0.6574655999999999
connectome,10.4,4,0.2639495823422296,0.319224
connectome,10.4,5,0.26712390246508383,1.3638336
connectome,10.4,6,0.256918121023373,0.0
connectome,10.4,7,0.26151450508624535,0.0
connectome,10.4,8,0.2666842729311691,0.0
connectome,10.4,9,0.25514745385651205,1.3488912
connectome,10.8,0,0.2598841432740501,0.0
connectome,10.8,1,0.26330892097707936,0.3654096
connectome,10.8,2,0.2619437553104863,1.5064655999999998
connectome,10.8,3,0.26463273336537735,0.6547487999999999
connectome,10.8,4,0.26369883242577064,0.31650719999999993
connectome,10.8,5,0.2673553694152871,1.2619535999999998
connectome,10.8,6,0.2568385348437245,0.0
connectome,10.8,7,0.259887168146227,0.0
connectome,10.8,8,0.2595051801837929,0.18881759999999997
connectome,10.8,9,0.25431614600183433,1.3882847999999997
connectome,11.2,0,0.2583507392162651,0.0
connectome,11.2,1,0.2633022289132022,0.3654096
connectome,11.2,2,0.2619912944607745,1.3692672
connectome,11.2,3,0.2647723201678955,0.6221472
connectome,11.2,4,0.2635171604828502,0.31650719999999993
connectome,11.2,5,0.26758272135535394,1.2144096
connectome,11.2,6,0.2556191662703138,0.0
connectome,11.2,7,0.25746181667835416,0.0
connectome,11.2,8,0.25923669384235604,0.5202671999999999
connectome,11.2,9,0.2535091820580657,1.161432
connectome_weight_permuted,0.0,0,0.2515994404478144,0.07471199999999999
connectome_weight_permuted,0.0,1,0.2528480125420928,0.08829600000000001
connectome_weight_permuted,0.0,2,0.25464176843960673,0.0760704
connectome_weight_permuted,0.0,3,0.25484244392755984,0.06927839999999999
connectome_weight_permuted,0.0,4,0.254112959110645,0.0692784
connectome_weight_permuted,0.0,5,0.25370489978643046,0.0692784
connectome_weight_permuted,0.0,6,0.2509492601658659,0.0787872
connectome_weight_permuted,0.0,7,0.25455481225124205,0.0828624
connectome_weight_permuted,0.0,8,0.25070504737749155,0.06791999999999998
connectome_weight_permuted,0.0,9,0.253617670220566,0.06792000000000001
connectome_weight_permuted,0.4,0,0.25180341269852213,1.1655072
connectome_weight_permuted,0.4,1,0.2527800544583052,1.2334272
connectome_weight_permuted,0.4,2,0.25462111207675264,1.2035424
connectome_weight_permuted,0.4,3,0.2550321248416648,1.3285151999999998
connectome_weight_permuted,0.4,4,0.25436410268625403,1.1994671999999997
