variant,spectral_radius,seed,curvature_rad,vpt
connectome_weight_permuted,7.6,0,3.0743582314025364,0.4876656
connectome_weight_permuted,7.6,1,0.2573003296019348,0.24179519999999993
connectome_weight_permuted,7.6,2,0.2608930139747489,2.3079215999999994
connectome_weight_permuted,7.6,3,0.25771146001194384,1.6789824
connectome_weight_permuted,7.6,4,0.2596115940695579,1.3325904
connectome_weight_permuted,7.6,5,0.2654061450751137,4.193380799999999
connectome_weight_permuted,7.6,6,0.26275319470553943,0.6955007999999999
connectome_weight_permuted,7.6,7,0.2605765913851517,0.22006079999999995
connectome_weight_permuted,7.6,8,0.2557317193235895,0.32873279999999994
connectome_weight_permuted,7.6,9,3.091298488395717,0.0
connectome_weight_permuted,8.0,0,3.0781352897604517,0.4849487999999999
connectome_weight_permuted,8.0,1,0.2572789949253691,0.1181808
connectome_weight_permuted,8.0,2,0.2611190049178404,2.3201472
connectome_weight_permuted,8.0,3,0.25771664573007413,1.5146159999999997
connectome_weight_permuted,8.0,4,0.25946812293334337,1.3257983999999996
connectome_weight_permuted,8.0,5,0.2657543873298704,3.9054
connectome_weight_permuted,8.0,6,0.26306542436269903,1.0568351999999999
connectome_weight_permuted,8.0,7,0.26062404930483296,0.21870240000000002
connectome_weight_permuted,8.0,8,0.25566830982054284,0.0
connectome_weight_permuted,8.0,9,3.1011253635960903,0.0
connectome_weight_permuted,8.4,0,3.0816122309476133,0.4849487999999999
connectome_weight_permuted,8.4,1,0.25726357322145094,0.11546399999999998
connectome_weight_permuted,8.4,2,0.2613333702536126,2.0634096
connectome_weight_permuted,8.4,3,0.25773161273288203,1.2809712
connectome_weight_permuted,8.4,4,0.25934920729164124,1.2904799999999998
connectome_weight_permuted,8.4,5,0.26609902388308576,3.6282863999999995
connectome_weight_permuted,8.4,6,0.2634103834046163,1.2008256
connectome_weight_permuted,8.4,7,0.26063283736891873,0.21870240000000002
connectome_weight_permuted,8.4,8,0.2557415126277766,0.0
connectome_weight_permuted,8.4,9,3.103457687093296,0.0
connectome_weight_permuted,8.8,0,3.0848315904068206,0.48223199999999994
connectome_weight_permuted,8.8,1,0.25725454296920464,0.1127472
connectome_weight_permuted,8.8,2,0.2615448943837573,1.8691583999999999
connectome_weight_permuted,8.8,3,0.25775457618169756,0.9590304
connectome_weight_permuted,8.8,4,0.2592574276462583,1.1532816
connectome_weight_permuted,8.8,5,0.266601851996718,2.7453263999999997
connectome_weight_permuted,8.8,6,0.2637832117780503,1.1301888
connectome_weight_permuted,8.8,7,0.26059874323237825,0.21870240000000002
connectome_weight_permuted,8.8,8,0.25587814248831187,0.0
connectome_weight_permuted,8.8,9,3.1049973128225132,0.0
connectome_weight_permuted,9.2,0,3.0878253889335125,0.2961312
connectome_weight_permuted,9.2,1,0.25725233589767277,0.11138879999999998
connectome_weight_permuted,9.2,2,0.26176130459901775,1.7373936
connectome_weight_permuted,9.2,3,0.25778378064509616,0.9182783999999998
connectome_weight_permuted,9.2,4,0.2591934735590327,1.113888
connectome_weight_permuted,9.2,5,0.266534906363112,3.1935984
connectome_weight_permuted,9.2,6,0.2641752801669575,1.032384
connectome_weight_permuted,9.2,7,0.26051931249589577,0.1874592
connectome_weight_permuted,9.2,8,0.2560333907958443,0.0
connectome_weight_permuted,9.2,9,3.100142546421748,0.0
connectome_weight_permuted,9.6,0,3.090618328632481,0.29341439999999996
connectome_weight_permuted,9.6,1,0.25725728079883947,0.1100304
connectome_weight_permuted,9.6,2,0.26198872587857525,1.7876543999999999
connectome_weight_permuted,9.6,3,0.25781751970784333,0.9114863999999997
connectome_weight_permuted,9.6,4,0.25915646770678613,0.9549551999999999
connectome_weight_permuted,9.6,5,0.2630893232354017,1.8854592000000001
connectome_weight_permuted,9.6,6,0.2645772389416455,0.3504671999999999
connectome_weight_permuted,9.6,7,0.2603939302774381,0.1847424
connectome_weight_permuted,9.6,8,0.2561811663058016,0.0
connectome_weight_permuted,9.6,9,3.1014474495325044,0.0
connectome_weight_permuted,10.0,0,3.093230062776331,0.29069759999999994
connectome_weight_permuted,10.0,1,0.2572695904809516,0.0013583999999999998
connectome_weight_permuted,10.0,2,0.26223145833431094,1.4792976
connectome_weight_permuted,10.0,3,0.2578542054722468,0.9060527999999998
connectome_weight_permuted,10.0,4,0.25914436608371755,0.8843184
connectome_weight_permuted,10.0,5,0.26156295039617045,2.1095952
connectome_weight_permuted,10.0,6,0.2649807003080336,0.3504671999999999
connectome_weight_permuted,10.0,7,0.26022373241919616,0.183384
connectome_weight_permuted,10.0,8,0.25630733653894033,0.0
connectome_weight_permuted,10.0,9,3.0976583601774,0.0
connectome_weight_permuted,10.4,0,3.107851591777102,0.2268528
connectome_weight_permuted,10.4,1,0.2572893689274449,0.0013583999999999998
connectome_weight_permuted,10.4,2,0.26249201419420815,1.4426207999999998
connectome_weight_permuted,10.4,3,0.2578924329230584,0.8734511999999999
connectome_weight_permuted,10.4,4,0.2591543474261123,0.8748095999999999
connectome_weight_permuted,10.4,5,0.2604230625423108,1.6531727999999997
connectome_weight_permuted,10.4,6,0.2653788779581537,0.32194079999999997
connectome_weight_permuted,10.4,7,0.2600113731055161,0.0
connectome_weight_permuted,10.4,8,0.2563997474443305,0.0
connectome_weight_permuted,10.4,9,3.099206948044543,0.0
connectome_weight_permuted,10.8,0,3.109783369034632,0.22413599999999997
connectome_weight_permuted,10.8,1,0.2573166252167415,0.0013583999999999998
connectome_weight_permuted,10.8,2,0.26277132595930214,1.49424
connectome_weight_permuted,10.8,3,0.25793101895221604,0.8326991999999999
connectome_weight_permuted,10.8,4,0.2591831383683471,0.8408496
connectome_weight_permuted,10.8,5,0.2594023980437859,1.4005103999999997
connectome_weight_permuted,10.8,6,0.26576662953612784,0.3205824
connectome_weight_permuted,10.8,7,0.2597607023720015,0.0
connectome_weight_permuted,10.8,8,0.2610419835612059,0.0
connectome_weight_permuted,10.8,9,3.1005837804713434,0.0
connectome_weight_permuted,11.2,0,3.1115070468339363,0.22141919999999998
connectome_weight_permuted,11.2,1,0.2573512875598648,0.0013583999999999998
connectome_weight_permuted,11.2,2,0.26306903803352,1.6952832
connectome_weight_permuted,11.2,3,0.2579690148587587,0.7973807999999999
connectome_weight_permuted,11.2,4,0.25922725539435654,0.8340575999999998
connectome_weight_permuted,11.2,5,0.258405813084378,1.5037487999999999
connectome_weight_permuted,11.2,6,0.2661402380445159,0.46185599999999993
connectome_weight_permuted,11.2,7,0.259476409277563,0.0
connectome_weight_permuted,11.2,8,3.021898088763207,0.0
connectome_weight_permuted,11.2,9,3.1018187982622027,0.0
degree_rewire,0.0,0,0.2515994404478144,0.07471199999999999
degree_rewire,0.0,1,0.2528480125420928,0.08829600000000001
degree_rewire,0.0,2,0.25464176843960673,0.0760704
degree_rewire,0.0,3,0.25484244392755984,0.06927839999999999
degree_rewire,0.0,4,0.254112959110645,0.0692784
degree_rewire,0.0,5,0.25370489978643046,0.0692784
degree_rewire,0.0,6,0.2509492601658659,0.0787872
degree_rewire,0.0,7,0.25455481225124205,0.0828624
degree_rewire,0.0,8,0.25070504737749155,0.06791999999999998
degree_rewire,0.0,9,0.253617670220566,0.06792000000000001
degree_rewire,0.4,0,0.2516836676576333,1.1695824
degree_rewire,0.4,1,0.2529322515055334,1.3217231999999997
degree_rewire,0.4,2,0.25452996504898734,1.0636271999999998
degree_rewire,0.4,3,0.2545031930092805,1.2768959999999998
degree_rewire,0.4,4,0.25412763716596776,1.0894367999999996
degree_rewire,0.4,5,0.25390414257160016,1.2021839999999997
degree_rewire,0.4,6,0.25115200512122765,1.2116928
degree_rewire,0.4,7,0.25467520682956485,1.1736576
degree_rewire,0.4,8,0.2503287815007181,1.1396975999999996
degree_rewire,0.4,9,0.25344015909534795,1.2510864
degree_rewire,0.8,0,0.25184017549219556,1.5580847999999998
degree_rewire,0.8,1,0.2539256544255527,1.6776239999999998
degree_rewire,0.8,2,0.25519765069913614,1.5716687999999999
degree_rewire,0.8,3,0.2537179642987087,1.7156591999999997
degree_rewire,0.8,4,0.254330165090737,1.4969567999999998
degree_rewire,0.8,5,0.25637867259708413,1.5064655999999998
degree_rewire,0.8,6,0.25155049148548025,1.6749071999999998
degree_rewire,0.8,7,0.25608367596150555,1.5431423999999998
degree_rewire,0.8,8,0.2501581613974376,1.5499344
degree_rewire,0.8,9,0.2538042858056486,1.6355136
degree_rewire,1.2,0,0.25783622987205446,4.532980800000001
degree_rewire,1.2,1,0.2601137929897992,3.419092799999999
degree_rewire,1.2,2,0.25908703136764416,1.4901647999999998
degree_rewire,1.2,3,0.26074270826721113,3.592968
degree_rewire,1.2,4,0.25538773333852227,1.1424143999999998
degree_rewire,1.2,5,0.2679380029695408,3.946151999999999
degree_rewire,1.2,6,0.2578085659552544,2.3962176
degree_rewire,1.2,7,0.26237439947481456,1.3896431999999999
degree_rewire,1.2,8,0.2582006852245667,2.078352
degree_rewire,1.2,9,0.2589676907134301,4.5465648
degree_rewire,1.6,0,0.2584162814449624,2.1245376
degree_rewire,1.6,1,0.2599152798741567,4.386273599999999
degree_rewire,1.6,2,0.2600809870719224,6.0408048
degree_rewire,1.6,3,0.2604728613170697,3.7247327999999995
degree_rewire,1.6,4,0.25972006054260927,4.969027199999999
degree_rewire,1.6,5,0.2615572002198604,5.223048
degree_rewire,1.6,6,0.258096688186726,4.440609599999999
degree_rewire,1.6,7,0.26075462642172964,2.526624
degree_rewire,1.6,8,0.2583090046421265,3.291403199999999
degree_rewire,1.6,9,0.26075140220148796,5.125243199999999
degree_rewire,2.0,0,0.2583028829125299,2.5293408
degree_rewire,2.0,1,0.25928245685472157,4.0249391999999995
degree_rewire,2.0,2,0.2594586888375267,5.2651584
degree_rewire,2.0,3,0.2605650107601759,3.6377951999999993
degree_rewire,2.0,4,0.25970071111139525,4.3984992
degree_rewire,2.0,5,0.2610676115774328,5.6889792
degree_rewire,2.0,6,0.25782821702456066,6.114158399999999
degree_rewire,2.0,7,0.2594763231890476,2.3744832
degree_rewire,2.0,8,0.2577491282979825,3.0781344
degree_rewire,2.0,9,0.2604427996715462,4.8549216
degree_rewire,2.4,0,0.25815343544603325,1.9642464
degree_rewire,2.4,1,0.25927099491139755,3.4652784
degree_rewire,2.4,2,0.2592706702029333,5.525971199999999
degree_rewire,2.4,3,0.26058470765308106,3.1283951999999995
degree_rewire,2.4,4,0.2595064950601452,3.3647568
degree_rewire,2.4,5,0.26086128263494907,5.459409599999999
degree_rewire,2.4,6,0.25799970709281533,5.459409599999999
degree_rewire,2.4,7,0.25911859672879217,2.0837855999999997
degree_rewire,2.4,8,0.25694385348903864,2.8553568
degree_rewire,2.4,9,0.2606245789607213,4.507171199999999
degree_rewire,2.8,0,0.25757216073993666,2.6964239999999995
degree_rewire,2.8,1,0.2593922212855277,3.2465759999999997
degree_rewire,2.8,2,0.25915517097780594,4.5954672
degree_rewire,2.8,3,0.2601869395712485,3.0387408
degree_rewire,2.8,4,0.25917356499601096,3.4530527999999996
degree_rewire,2.8,5,0.26085732941992656,4.8060192
degree_rewire,2.8,6,0.25824020724418667,5.0450976
degree_rewire,2.8,7,0.25913108369326077,1.7890128
degree_rewire,2.8,8,0.2562824203169922,2.4030096
degree_rewire,2.8,9,0.26089260214088383,3.8469887999999997
degree_rewire,3.2,0,0.2570006534214416,2.4519119999999996
degree_rewire,3.2,1,0.25948139900282907,3.0414575999999998
degree_rewire,3.2,2,0.2589205137068324,3.982828799999999
degree_rewire,3.2,3,0.259692806157791,2.4858719999999996
degree_rewire,3.2,4,0.25882842177142723,3.0265151999999995
degree_rewire,3.2,5,0.26098278082269244,4.647086399999999
degree_rewire,3.2,6,0.2585250535405371,4.647086400000001
degree_rewire,3.2,7,0.2593056088370293,1.6789824
degree_rewire,3.2,8,0.2558615909089644,2.3242224
degree_rewire,3.2,9,0.26104060676329127,3.470712
degree_rewire,3.6,0,0.2566116493926912,2.0620512
degree_rewire,3.6,1,0.2595004861358973,2.4926639999999995
degree_rewire,3.6,2,0.2585834814428399,3.5060304
degree_rewire,3.6,3,0.2591909166837661,2.4301776
degree_rewire,3.6,4,0.2585890863338375,2.7521183999999996
degree_rewire,3.6,5,0.26116775568524875,4.3849152
degree_rewire,3.6,6,0.25869739587283924,4.3074864
degree_rewire,3.6,7,0.25952779318222324,1.2578783999999998
degree_rewire,3.6,8,0.25564373913784294,2.3119968
degree_rewire,3.6,9,0.26116995404333776,2.8798079999999997
degree_rewire,4.0,0,0.25640020745333353,2.2658112
degree_rewire,4.0,1,0.25946343656185944,2.2834703999999997
degree_rewire,4.0,2,0.2582030268355927,3.1705056
degree_rewire,4.0,3,0.2587287049881048,2.2603775999999995
degree_rewire,4.0,4,0.2584182133542345,2.6801231999999997
degree_rewire,4.0,5,0.26138765411273707,4.2911856
degree_rewire,4.0,6,0.25869410760655437,4.177079999999999
degree_rewire,4.0,7,0.25976038024896025,1.0011408
degree_rewire,4.0,8,0.2555612047359173,2.3432399999999998
degree_rewire,4.0,9,0.2613111803741765,2.4953808
degree_rewire,4.4,0,0.25701935261309244,3.9855455999999996
degree_rewire,4.4,1,0.25939802208361146,2.2114751999999998
degree_rewire,4.4,2,0.2578263286432177,3.1514879999999996
degree_rewire,4.4,3,0.258344490028888,2.2563024
degree_rewire,4.4,4,0.2582814164611923,2.4451199999999997
degree_rewire,4.4,5,0.26164712294924636,3.9447935999999997
degree_rewire,4.4,6,0.25855205592530284,3.946152
degree_rewire,4.4,7,0.25999689014427824,0.638448
degree_rewire,4.4,8,0.25555082826391,2.3337312
degree_rewire,4.4,9,0.26146008945169735,2.4872303999999996
degree_rewire,4.8,0,0.2571068733171989,3.9067584
degree_rewire,4.8,1,0.25932395803007585,2.2060416
degree_rewire,4.8,2,0.2574808402978371,2.9259936
degree_rewire,4.8,3,0.258055778783907,2.2508688
degree_rewire,4.8,4,0.2581659084197855,2.6543135999999996
degree_rewire,4.8,5,0.2619604656910582,3.6853392
degree_rewire,4.8,6,0.2583261297249841,3.8062367999999998
degree_rewire,4.8,7,0.2602336161145672,0.638448
degree_rewire,4.8,8,0.2555718872146638,2.2970543999999995
degree_rewire,4.8,9,0.2616195135750177,2.1095952
degree_rewire,5.2,0,0.2572150681690577,3.927134400000001
degree_rewire,5.2,1,0.2592481677417613,2.1693647999999994
degree_rewire,5.2,2,0.2571796723055473,2.9178432
degree_rewire,5.2,3,0.2578607402798801,2.1788735999999997
degree_rewire,5.2,4,0.258065021624455,2.404368
degree_rewire,5.2,5,0.2623412387155183,3.5413487999999993
degree_rewire,5.2,6,0.2580501018944957,3.7315248
degree_rewire,5.2,7,0.2604639116629833,0.6398064
degree_rewire,5.2,8,0.2556027279927009,2.2440767999999998
degree_rewire,5.2,9,0.26180202657558194,1.2266351999999998
degree_rewire,5.6,0,0.2573316937987443,3.5766672
degree_rewire,5.6,1,0.25916969477797014,1.9316448000000002
degree_rewire,5.6,2,0.25692782922439567,2.6461631999999997
degree_rewire,5.6,3,0.2577461364178854,2.1082368
degree_rewire,5.6,4,0.25797147190512154,2.3948592
degree_rewire,5.6,5,0.26279842980009216,3.280536
degree_rewire,5.6,6,0.2577373824788375,3.7111488
degree_rewire,5.6,7,0.26068108761246694,1.0486847999999998
degree_rewire,5.6,8,0.25563187680637217,1.7550528
degree_rewire,5.6,9,0.2620237296889334,0.8924688
degree_rewire,6.0,0,0.25746045905361387,3.5644416
degree_rewire,6.0,1,0.2590854172609975,1.8297647999999995
degree_rewire,6.0,2,0.25672598756179754,2.7670608
degree_rewire,6.0,3,0.25769458488275765,2.1000863999999995
degree_rewire,6.0,4,0.25787793842443596,1.9954895999999998
degree_rewire,6.0,5,0.263335843684256,3.681264
degree_rewire,6.0,6,0.2573912877509625,3.6690383999999994
degree_rewire,6.0,7,0.2608808254488485,1.0772112
degree_rewire,6.0,8,0.2556536631336858,1.4086608
degree_rewire,6.0,9,0.2622990148543811,0.9033359999999998
degree_rewire,6.4,0,0.2576129688512493,3.4177343999999996
degree_rewire,6.4,1,0.2589931500541157,1.7672784
degree_rewire,6.4,2,0.25657234197046075,2.723592
degree_rewire,6.4,3,0.2576889625271506,1.9723967999999998
degree_rewire,6.4,4,0.2577790763058132,1.9859807999999997
degree_rewire,6.4,5,0.26395277600581607,3.5182559999999987
degree_rewire,6.4,6,0.25701215457174054,3.689414399999999
degree_rewire,6.4,7,0.26106145982549395,0.978048
degree_rewire,6.4,8,0.25566670173599104,1.5214079999999999
degree_rewire,6.4,9,0.26263759829609445,0.9291456
degree_rewire,6.8,0,0.2577993479396154,3.2479343999999997
degree_rewire,6.8,1,0.25889250751917625,1.7754287999999996
degree_rewire,6.8,2,0.2564635812928275,2.5918272
degree_rewire,6.8,3,0.25771436847458795,1.9751135999999998
degree_rewire,6.8,4,0.257499252441195,1.1695824
degree_rewire,6.8,5,0.26464505738251337,3.2017487999999994
degree_rewire,6.8,6,0.2566005965928758,3.49788
degree_rewire,6.8,7,0.26122318582987564,0.8843184000000001
degree_rewire,6.8,8,0.2556727192259372,1.1981087999999998
degree_rewire,6.8,9,0.2630435574852528,0.9386544000000001
degree_rewire,7.2,0,0.2580232855563317,2.9844047999999996
degree_rewire,7.2,1,0.2587847083473067,1.942512
degree_rewire,7.2,2,0.25639558905584076,2.5225488
degree_rewire,7.2,3,0.257758662615036,2.00364
degree_rewire,7.2,4,0.25730986763309993,1.15464
degree_rewire,7.2,5,0.2654060716968842,2.8363392
degree_rewire,7.2,6,0.2561586275121392,3.3729072
degree_rewire,7.2,7,0.2613671133888694,0.9522383999999999
degree_rewire,7.2,8,0.2556753008103864,1.0092912
degree_rewire,7.2,9,0.2635158413226351,0.8924688
degree_rewire,7.6,0,0.25828198342723924,3.0428159999999997
degree_rewire,7.6,1,0.2586720775981408,1.7835791999999997
degree_rewire,7.6,2,0.25636403917029443,2.3663327999999995
degree_rewire,7.6,3,0.25781235822390003,1.9153439999999997
degree_rewire,7.6,4,0.25715853283123646,1.1559983999999996
degree_rewire,7.6,5,0.2662276056073207,2.4165935999999997
degree_rewire,7.6,6,0.25568986373887187,3.1080192
degree_rewire,7.6,7,0.2614945686946277,0.8734511999999999
degree_rewire,7.6,8,0.2556788208223769,0.8055311999999999
degree_rewire,7.6,9,0.2640495942069095,0.7973807999999999
degree_rewire,8.0,0,0.25856858794343984,2.8336223999999994
degree_rewire,8.0,1,0.2585575321066202,1.6477391999999997
degree_rewire,8.0,2,0.2563648732134381,2.3500319999999997
degree_rewire,8.0,3,0.25786828939043777,1.7251679999999996
degree_rewire,8.0,4,3.068537447606779,0.5678111999999998
degree_rewire,8.0,5,0.2671004983515781,2.1720816
degree_rewire,8.0,6,0.2551993715684373,3.0781343999999997
degree_rewire,8.0,7,0.26160672819285974,0.7674959999999998
degree_rewire,8.0,8,0.2556877039180695,0.8870351999999999
degree_rewire,8.0,9,0.2646376735893955,0.6370896
degree_rewire,8.4,0,0.2588748233070296,1.8229727999999994
degree_rewire,8.4,1,0.2584441150267625,1.5091823999999998
degree_rewire,8.4,2,0.25639462000473767,2.3079215999999994
degree_rewire,8.4,3,0.25792123087803,1.7102255999999998
degree_rewire,8.4,4,3.0729154324874757,0.5528687999999999
degree_rewire,8.4,5,0.26801510492002684,1.8582911999999996
degree_rewire,8.4,6,0.2546933809242946,2.7724944
degree_rewire,8.4,7,0.26170452999752314,0.8449247999999999
degree_rewire,8.4,8,0.2557059937316978,0.7498368
degree_rewire,8.4,9,0.26527194716414304,0.5922623999999999
degree_rewire,8.8,0,0.25923340093612296,1.2524447999999997
degree_rewire,8.8,1,0.25833459600239783,1.1994671999999997
degree_rewire,8.8,2,0.25645054992120997,2.2277759999999995
degree_rewire,8.8,3,0.2579675310656697,1.1926751999999998
degree_rewire,8.8,4,3.0768601979748365,0.5515104
degree_rewire,8.8,5,0.2689616027804985,1.5322751999999997
degree_rewire,8.8,6,0.2541789498312861,2.6298623999999995
degree_rewire,8.8,7,0.26178875894698805,1.2198432
degree_rewire,8.8,8,0.2557371405136915,0.7036512
degree_rewire,8.8,9,0.26594420234209387,0.5691695999999999
degree_rewire,9.2,0,0.2595056376080955,1.1777327999999998
degree_rewire,9.2,1,0.2582311607095222,1.032384
degree_rewire,9.2,2,0.25653068899357917,2.119104
degree_rewire,9.2,3,0.2580047780390603,1.1464895999999998
degree_rewire,9.2,4,3.0804374410597877,0.5487936
degree_rewire,9.2,5,0.26993018125986545,1.1573567999999999
degree_rewire,9.2,6,0.2536636181730008,2.2671695999999995
degree_rewire,9.2,7,0.2618602001271705,0.9807647999999999
degree_rewire,9.2,8,0.25578392086525437,0.5976959999999999
degree_rewire,9.2,9,0.26664667842954576,0.5080416
degree_rewire,9.6,0,0.25982639366343735,0.9726144
degree_rewire,9.6,1,0.2581352171311538,0.8585087999999998
degree_rewire,9.6,2,0.25663373385182947,1.9289279999999998
degree_rewire,9.6,3,0.25803150965936983,1.1342639999999997
degree_rewire,9.6,4,3.0836992292070198,0.7960223999999999
degree_rewire,9.6,5,0.27091115749791234,1.0731359999999999
degree_rewire,9.6,6,0.2531550757137628,2.1204624
degree_rewire,9.6,7,0.26191977889006696,0.6914255999999999
degree_rewire,9.6,8,0.2558484272086674,0.4971743999999999
degree_rewire,9.6,9,0.2673723134532137,0.5786783999999999
degree_rewire,10.0,0,0.26014673843130237,0.9291456
degree_rewire,10.0,1,0.2580473321411559,0.8163984
degree_rewire,10.0,2,0.25675890983808997,1.8161807999999997
degree_rewire,10.0,3,0.25804697546304006,1.0704192000000001
degree_rewire,10.0,4,3.086687945322661,0.7009343999999998
degree_rewire,10.0,5,0.27189506161708193,0.9807648
degree_rewire,10.0,6,0.2526608632613749,1.9547375999999996
degree_rewire,10.0,7,0.2619686389746494,0.6832752
degree_rewire,10.0,8,0.2559320902965946,0.4659311999999999
degree_rewire,10.0,9,0.2681148093205862,0.570528
degree_rewire,10.4,0,0.26046052514831264,0.9128448
degree_rewire,10.4,1,0.25796728830381815,0.8055312000000001
degree_rewire,10.4,2,0.2569058077463145,1.7020752
degree_rewire,10.4,3,0.2580509530768366,0.9984239999999998
degree_rewire,10.4,4,3.0894386498462394,0.6982175999999999
degree_rewire,10.4,5,0.27287272497505294,0.9318624
degree_rewire,10.4,6,0.2521881199173393,1.7795039999999998
degree_rewire,10.4,7,0.26200814370009307,0.5094
degree_rewire,10.4,8,0.25603571715959766,0.40208639999999995
degree_rewire,10.4,9,0.26886859811057234,0.4971744
degree_rewire,10.8,0,0.260765334528622,0.8367743999999998
degree_rewire,10.8,1,0.257894229120961,0.740328
degree_rewire,10.8,2,0.2570742250752121,1.4453376
degree_rewire,10.8,3,0.2580436148613519,0.9916319999999998
degree_rewire,10.8,4,3.091980648964795,0.6982175999999999
degree_rewire,10.8,5,0.2738353907812868,0.8598671999999998
degree_rewire,10.8,6,0.25174338300111476,1.7428272
degree_rewire,10.8,7,0.2620398109705123,0.47544
degree_rewire,10.8,8,0.25615953822188525,0.3980112
degree_rewire,10.8,9,0.26962876442057576,0.5664528
degree_rewire,11.2,0,0.26105980783519395,0.7715711999999998
degree_rewire,11.2,1,0.2578268497973497,0.6262224
degree_rewire,11.2,2,0.25726402836514045,1.3611168
degree_rewire,11.2,3,0.25802543461635535,1.025592
degree_rewire,11.2,4,3.094338617451521,0.8788848
degree_rewire,11.2,5,0.2747748500380872,0.7593456
degree_rewire,11.2,6,0.2513324415218086,1.56216
degree_rewire,11.2,7,0.2620652074287903,0.10867199999999999
degree_rewire,11.2,8,0.25630326234762035,0.39665279999999997
degree_rewire,11.2,9,0.27039095554698395,0.47815679999999994
erdos_renyi,0.0,0,0.2515994404478144,0.07471199999999999
erdos_renyi,0.0,1,0.2528480125420928,0.08829600000000001
erdos_renyi,0.0,2,0.25464176843960673,0.0760704
erdos_renyi,0.0,3,0.25484244392755984,0.06927839999999999
erdos_renyi,0.0,4,0.254112959110645,0.0692784
erdos_renyi,0.0,5,0.25370489978643046,0.0692784
erdos_renyi,0.0,6,0.2509492601658659,0.0787872
erdos_renyi,0.0,7,0.25455481225124205,0.0828624
erdos_renyi,0.0,8,0.25070504737749155,0.06791999999999998
erdos_renyi,0.0,9,0.253617670220566,0.06792000000000001
erdos_renyi,0.4,0,0.25183798570208593,1.1111712
erdos_renyi,0.4,1,0.2527248269019847,1.3108559999999998
erdos_renyi,0.4,2,0.25478532250637254,1.2076175999999998
erdos_renyi,0.4,3,0.25481698315542545,1.2293519999999998
erdos_renyi,0.4,4,0.2541791398239853,1.127472
erdos_renyi,0.4,5,0.25359967606628897,1.1329055999999997
erdos_renyi,0.4,6,0.2511937979084523,1.2252767999999998
erdos_renyi,0.4,7,0.2547200853473315,1.1831663999999997
erdos_renyi,0.4,8,0.2511337713771626,1.1899583999999999
erdos_renyi,0.4,9,0.25378014872599003,1.2198432000000001
erdos_renyi,0.8,0,0.2527182366207877,1.4983152
erdos_renyi,0.8,1,0.25308103108180396,1.7496191999999997
erdos_renyi,0.8,2,0.2559078042298646,1.7306016
erdos_renyi,0.8,3,0.25535166973914125,1.7890128
erdos_renyi,0.8,4,0.25463473110121304,1.4928816
erdos_renyi,0.8,5,0.254108618837793,1.6762656
erdos_renyi,0.8,6,0.2529556867467528,1.6137792000000002
erdos_renyi,0.8,7,0.2550881126685447,1.6001952
erdos_renyi,0.8,8,0.25230148006345743,1.6355136000000001
erdos_renyi,0.8,9,0.2546074862480784,1.7115839999999998
erdos_renyi,1.2,0,0.2572169137503185,1.4847312
erdos_renyi,1.2,1,0.25838750632772667,2.4356111999999994
erdos_renyi,1.2,2,0.25933033366484853,1.6993584
erdos_renyi,1.2,3,0.25772999578493316,1.3353071999999997
erdos_renyi,1.2,4,0.25593004936110736,1.229352
erdos_renyi,1.2,5,0.2581824671636514,1.5757439999999998
erdos_renyi,1.2,6,0.2552134190409025,1.7441855999999998
erdos_renyi,1.2,7,0.2599344202818357,2.8268304
erdos_renyi,1.2,8,0.2605247040829965,2.13948
erdos_renyi,1.2,9,0.2584972411381932,3.7804271999999997
erdos_renyi,1.6,0,0.2600253649288777,2.4913055999999996
erdos_renyi,1.6,1,0.2622437785290908,1.881384
erdos_renyi,1.6,2,0.2645017926070451,6.2336976
erdos_renyi,1.6,3,0.2633933658776485,3.7315248
erdos_renyi,1.6,4,0.2634974825945487,6.6208415999999986
erdos_renyi,1.6,5,0.2644136029881178,6.5189616
erdos_renyi,1.6,6,0.26037375889680314,3.6174192000000005
erdos_renyi,1.6,7,0.26317992072267504,1.2823296
erdos_renyi,1.6,8,0.2614434607693667,3.4421855999999993
erdos_renyi,1.6,9,0.2624070924944318,6.596390399999999
erdos_renyi,2.0,0,0.2598214637139831,3.1772975999999997
erdos_renyi,2.0,1,0.2619858620026058,5.1238848
erdos_renyi,2.0,2,0.2631819993928448,5.528688
erdos_renyi,2.0,3,0.26311888515596554,2.75076
erdos_renyi,2.0,4,0.2628808864296198,4.2803184000000005
erdos_renyi,2.0,5,0.2633327778973583,5.2393488
erdos_renyi,2.0,6,0.25976606139130654,1.7686368
erdos_renyi,2.0,7,0.26276195578100914,0.9875567999999998
erdos_renyi,2.0,8,0.26088368867190853,3.0007055999999994
erdos_renyi,2.0,9,0.261803450031891,5.572156799999999
erdos_renyi,2.4,0,0.2597470008928961,2.7018576
erdos_renyi,2.4,1,0.2627005302726357,4.2273407999999995
erdos_renyi,2.4,2,0.26362564648823733,3.9434352000000006
erdos_renyi,2.4,3,0.26373947016867766,2.159856
erdos_renyi,2.4,4,0.2625190837611661,2.8281888
erdos_renyi,2.4,5,0.2635943536222343,4.99212
erdos_renyi,2.4,6,0.25943587156087056,1.4303952
erdos_renyi,2.4,7,0.2630994234500822,0.7484784
erdos_renyi,2.4,8,0.26121146173148213,2.9300688
erdos_renyi,2.4,9,0.261165778636764,4.571015999999999
